CPU Time;Module;Clockticks;Instructions Retired;CPI Rate;Light Operations;Heavy Operations;Front-End Latency;Front-End Bandwidth MITE;Front-End Bandwidth DSB;(Info) DSB Coverage;(Info) DSB Misses;Bad Speculation;Back-End Bound;Average CPU Frequency;Function (Full);Source File;Start Address
0.00451808;ntoskrnl.exe;19800000;32400000;0.611111;0.818182;0;0;0;0;0;0;0;1;4.3824e+09;func@0x140265900;[Unknown];0x140265900
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1402664c0;[Unknown];0x1402664c0
0.000903615;ntoskrnl.exe;1800000;5400000;0.333333;1;0;1;0;0;0;0;0;1;1.992e+09;func@0x1402678d0;[Unknown];0x1402678d0
0;ntoskrnl.exe;0;5400000;0;;;0;0;0;0;0;0;1;0;func@0x140267a04;[Unknown];0x140267a04
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140267b30;[Unknown];0x140267b30
0;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1402696e0;[Unknown];0x1402696e0
0.00271085;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140269840;[Unknown];0x140269840
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x14026aed0;[Unknown];0x14026aed0
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x14026b2ad;[Unknown];0x14026b2ad
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x14026b3f0;[Unknown];0x14026b3f0
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x14026c940;[Unknown];0x14026c940
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x14026cbe0;[Unknown];0x14026cbe0
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x14026d980;[Unknown];0x14026d980
0;igdkmd64.sys;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x14026e0d0;[Unknown];0x14026e0d0
0.00180723;ntoskrnl.exe;1800000;7200000;0.25;1;0;0;0;0;0;0;1;0;9.95999e+08;func@0x14026e1c0;[Unknown];0x14026e1c0
0.0108434;ntoskrnl.exe;28800000;28800000;1;0.5;0;0;0;0;0;0;1;0;2.656e+09;func@0x14026e8e0;[Unknown];0x14026e8e0
0.00271085;ntoskrnl.exe;9000000;18000000;0.5;1;1;0;0;0;1;0;0;1;3.32e+09;func@0x14026fa39;[Unknown];0x14026fa39
0.00271085;ntoskrnl.exe;5400000;12600000;0.428571;1;0;0;0;0;0;0;0;1;1.992e+09;func@0x14026fe40;[Unknown];0x14026fe40
0.000903615;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;1.992e+09;func@0x140271fb0;[Unknown];0x140271fb0
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140272230;[Unknown];0x140272230
0.00180723;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1402729a0;[Unknown];0x1402729a0
0.000903615;ntoskrnl.exe;1800000;3600000;0.5;1;0;0;0;0;0;0;0;1;1.992e+09;func@0x140273030;[Unknown];0x140273030
0.00993977;ntoskrnl.exe;27000000;0;;0;0;0;0;0;0;0;0;1;2.71636e+09;func@0x1402733ae;[Unknown];0x1402733ae
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140273440;[Unknown];0x140273440
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x140273456;[Unknown];0x140273456
0.00271085;ntoskrnl.exe;1800000;3600000;0.5;1;0;0;0;0;0;0;0;1;6.63999e+08;func@0x140273550;[Unknown];0x140273550
0;ntoskrnl.exe;1800000;7200000;0.25;1;0;0;0;0;0;0;0;1;;func@0x1402739f0;[Unknown];0x1402739f0
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x1402768d0;[Unknown];0x1402768d0
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x140276d74;[Unknown];0x140276d74
0.00180723;ntoskrnl.exe;3600000;1800000;2;0.25;0;0;0;0;0;0;0;1;1.992e+09;func@0x140277160;[Unknown];0x140277160
0.000903615;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;1.992e+09;func@0x14027779f;[Unknown];0x14027779f
0.000903615;ntoskrnl.exe;7200000;1800000;4;0.125;0;0;0;0;0;0;0;1;7.96799e+09;func@0x140277e70;[Unknown];0x140277e70
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x140278590;[Unknown];0x140278590
0.00361446;ntoskrnl.exe;12600000;18000000;0.7;0.714286;0;0;0;0;0;0;0;1;3.486e+09;func@0x140278db3;[Unknown];0x140278db3
0.000903615;ntoskrnl.exe;1800000;3600000;0.5;1;0;0;0;0;0;0;0;1;1.992e+09;func@0x14027a63f;[Unknown];0x14027a63f
0;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x14027fe70;[Unknown];0x14027fe70
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1402800d2;[Unknown];0x1402800d2
0.000903615;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;1.992e+09;func@0x1402806d0;[Unknown];0x1402806d0
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x140280b10;[Unknown];0x140280b10
0;ntoskrnl.exe;0;0;0;0;0;0;0;0;1;0;0;1;0;func@0x140282d04;[Unknown];0x140282d04
0.00993977;ntoskrnl.exe;3600000;9000000;0.4;1;0;0;0;0;0;0;0;1;3.62182e+08;func@0x1402845d0;[Unknown];0x1402845d0
0.000903615;igdkmd64.sys;1800000;1800000;1;0.5;0;0;0;0;0;0;0;1;1.992e+09;func@0x1402889f8;[Unknown];0x1402889f8
0.000903615;igdkmd64.sys;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1402895a0;[Unknown];0x1402895a0
0.000903615;ntoskrnl.exe;7200000;3600000;2;0.25;0;0;0;0;0;0;0;1;7.96799e+09;func@0x14028e180;[Unknown];0x14028e180
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x14028e7d8;[Unknown];0x14028e7d8
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140290b90;[Unknown];0x140290b90
0;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140291fe0;[Unknown];0x140291fe0
0.000903615;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;1.992e+09;func@0x1402920f0;[Unknown];0x1402920f0
0.000903615;igdkmd64.sys;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140294060;[Unknown];0x140294060
0;ntoskrnl.exe;3600000;0;;0;0;0;0;0;0;0;0;1;;func@0x140297d64;[Unknown];0x140297d64
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140297f09;[Unknown];0x140297f09
0;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140298120;[Unknown];0x140298120
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x14029ca30;[Unknown];0x14029ca30
0.00180723;ntoskrnl.exe;1800000;9000000;0.2;1;0;0;0;0;0;0;0;1;9.95999e+08;func@0x1402a8bc0;[Unknown];0x1402a8bc0
0;ntoskrnl.exe;3600000;0;;0;0;0;0;0;0;0;0;1;;func@0x1402a8d25;[Unknown];0x1402a8d25
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1402b35c0;[Unknown];0x1402b35c0
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1402b5093;[Unknown];0x1402b5093
0.00180723;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1402b6940;[Unknown];0x1402b6940
0.000903615;ntoskrnl.exe;3600000;0;;0;0;0;0;0;0;0;0;1;3.984e+09;func@0x1402b6c95;[Unknown];0x1402b6c95
0.00180723;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;9.95999e+08;func@0x1402b9600;[Unknown];0x1402b9600
0;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1402bbbc0;[Unknown];0x1402bbbc0
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1402bc2b0;[Unknown];0x1402bc2b0
0;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1402bc480;[Unknown];0x1402bc480
0.000903615;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;1.992e+09;func@0x1402bd070;[Unknown];0x1402bd070
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1402be020;[Unknown];0x1402be020
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x1402c2078;[Unknown];0x1402c2078
0.000903615;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;1.992e+09;func@0x1402c2280;[Unknown];0x1402c2280
0.000903615;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x1402c27b0;[Unknown];0x1402c27b0
0;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;;0;1;0;func@0x1402c2ac0;[Unknown];0x1402c2ac0
0;ntoskrnl.exe;0;0;0;0;0;0;;0;0;;0;1;0;func@0x1402c2c50;[Unknown];0x1402c2c50
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1402c3180;[Unknown];0x1402c3180
0.000903615;ntoskrnl.exe;1800000;1800000;1;0.5;0;0;0;0;0;0;0;1;1.992e+09;func@0x1402c3304;[Unknown];0x1402c3304
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x1402c3eb0;[Unknown];0x1402c3eb0
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1402c4da8;[Unknown];0x1402c4da8
0.000903615;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;1.992e+09;func@0x1402c4dd8;[Unknown];0x1402c4dd8
0.00180723;ntoskrnl.exe;3600000;9000000;0.4;1;0;0;0;0;0;0;0;1;1.992e+09;func@0x1402c5580;[Unknown];0x1402c5580
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1402c5c1c;[Unknown];0x1402c5c1c
0;ntoskrnl.exe;0;3600000;0;;;0;0;0;0;0;0;1;0;func@0x1402c67e0;[Unknown];0x1402c67e0
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1402c68f0;[Unknown];0x1402c68f0
0;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1402c6a60;[Unknown];0x1402c6a60
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1402c71d0;[Unknown];0x1402c71d0
0.00180723;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1402c7910;[Unknown];0x1402c7910
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1402c7f50;[Unknown];0x1402c7f50
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x1402c8a10;[Unknown];0x1402c8a10
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1402cbba0;[Unknown];0x1402cbba0
0.00361446;ntoskrnl.exe;3600000;3600000;1;0.5;0;0;0;0;0;0;0;1;9.95999e+08;func@0x1402cc34c;[Unknown];0x1402cc34c
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1402d4dd0;[Unknown];0x1402d4dd0
0.00180723;ntoskrnl.exe;3600000;0;;0;0;0;0;0;0;0;0;1;1.992e+09;func@0x1402dd410;[Unknown];0x1402dd410
0.00271085;ntoskrnl.exe;0;0;0;0;0;;0;0;0;;0;1;0;func@0x1402e7870;[Unknown];0x1402e7870
0;ntoskrnl.exe;1800000;1800000;1;0.5;0;0;0;0;0;0;0;1;;func@0x1402edf30;[Unknown];0x1402edf30
0.00993977;ntoskrnl.exe;12600000;45000000;0.28;0;0.674607;0;0;0;0;0;0;1;1.26764e+09;func@0x1402ee9d0;[Unknown];0x1402ee9d0
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1402f7420;[Unknown];0x1402f7420
0.00361446;ntoskrnl.exe;3600000;5400000;0.666667;0.75;0;0;0;0;0;0;0;1;9.95999e+08;func@0x1402f7a40;[Unknown];0x1402f7a40
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1402f8f70;[Unknown];0x1402f8f70
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1402f9b38;[Unknown];0x1402f9b38
0.000903615;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x1402fd9b8;[Unknown];0x1402fd9b8
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x140300070;[Unknown];0x140300070
0.00180723;ntoskrnl.exe;9000000;3600000;2.5;0.2;0;0;0;0;0;0;0;1;4.98e+09;func@0x140300d40;[Unknown];0x140300d40
0;ntoskrnl.exe;7200000;0;;0;0;0;0;0;0;0;0;1;;func@0x140300e0d;[Unknown];0x140300e0d
0.00813254;ntoskrnl.exe;5400000;0;;0;0;0;0;0;0;0;1;0;6.63999e+08;func@0x140302410;[Unknown];0x140302410
0.00722892;ntoskrnl.exe;18000000;0;;0;0;0;0;0;0;0;0;1;2.49e+09;func@0x140302623;[Unknown];0x140302623
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x140303960;[Unknown];0x140303960
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1403097cc;[Unknown];0x1403097cc
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140309e83;[Unknown];0x140309e83
0.00542169;igdkmd64.sys;3600000;0;;0;0;0;0;0;0;0;0;1;6.63999e+08;func@0x14030a690;[Unknown];0x14030a690
0;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x14030a7c4;[Unknown];0x14030a7c4
0.000903615;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;1.992e+09;func@0x14030b550;[Unknown];0x14030b550
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x14030e380;[Unknown];0x14030e380
0;ntoskrnl.exe;3600000;0;;0;0;0;0;0;0;0;0;1;;func@0x14030e8e0;[Unknown];0x14030e8e0
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1403158f0;[Unknown];0x1403158f0
0.00180723;ntoskrnl.exe;9000000;0;;;;;;;0;;;;4.98e+09;func@0x140316aa4;[Unknown];0x140316aa4
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x140316b26;[Unknown];0x140316b26
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x140317634;[Unknown];0x140317634
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140318e34;[Unknown];0x140318e34
0;igdkmd64.sys;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x1403209a0;[Unknown];0x1403209a0
0;igdkmd64.sys;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x140320c60;[Unknown];0x140320c60
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140321460;[Unknown];0x140321460
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140322750;[Unknown];0x140322750
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140328054;[Unknown];0x140328054
0;ntoskrnl.exe;0;3600000;0;;;0;0;0;0;0;0;1;0;func@0x14032e314;[Unknown];0x14032e314
0.00451808;ntoskrnl.exe;3600000;7200000;0.5;1;0;0;0;0;0;0;0;1;7.96799e+08;func@0x1403425e0;[Unknown];0x1403425e0
0;ntoskrnl.exe;1800000;3600000;0.5;1;0;0;0;0;0;0;0;1;;func@0x14034266d;[Unknown];0x14034266d
0.000903615;igdkmd64.sys;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140345490;[Unknown];0x140345490
0.00361446;ntoskrnl.exe;5400000;5400000;1;0.5;0;0;0;0;0;0;0;1;1.494e+09;func@0x140346370;[Unknown];0x140346370
0;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140348460;[Unknown];0x140348460
0.000903615;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x14034ab50;[Unknown];0x14034ab50
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x14034b32c;[Unknown];0x14034b32c
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x14034bc04;[Unknown];0x14034bc04
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x14034be50;[Unknown];0x14034be50
0;ntoskrnl.exe;1800000;1800000;1;0.5;0;0;0;0;0;0;0;1;;func@0x14034c594;[Unknown];0x14034c594
0.00180723;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x14034c750;[Unknown];0x14034c750
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x14034d380;[Unknown];0x14034d380
0.00180723;ntoskrnl.exe;1800000;3600000;0.5;1;0;0;0;0;0;0;0;1;9.95999e+08;func@0x14034dfa0;[Unknown];0x14034dfa0
0;ntoskrnl.exe;0;5400000;0;;;0;0;0;0;0;0;1;0;func@0x14034f050;[Unknown];0x14034f050
0.000903615;ntoskrnl.exe;3600000;5400000;0.666667;0.75;0;0;0;0;0;0;0;1;3.984e+09;func@0x14034f260;[Unknown];0x14034f260
0.000903615;ntoskrnl.exe;3600000;3600000;1;0.5;0;0;0;0;0;0;0;1;3.984e+09;func@0x14034f39e;[Unknown];0x14034f39e
0.000903615;ntoskrnl.exe;1800000;10800000;0.166667;1;0;0;0;0;0;0;0;1;1.992e+09;func@0x14034f6b0;[Unknown];0x14034f6b0
0.000903615;ntoskrnl.exe;0;9000000;0;;;0;0;0;0;0;0;1;0;func@0x14034f8b4;[Unknown];0x14034f8b4
0.00180723;ntoskrnl.exe;1800000;1800000;1;0.5;0;0;0;0;0;0;0;1;9.95999e+08;func@0x14034fdf0;[Unknown];0x14034fdf0
0.0171687;ntoskrnl.exe;25200000;9000000;2.8;0.178571;1;0;0;0;0;0;0;1;1.46779e+09;func@0x14034ff0c;[Unknown];0x14034ff0c
0;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140350e3e;[Unknown];0x140350e3e
0.00180723;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;9.95999e+08;func@0x1403525d0;[Unknown];0x1403525d0
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x140353868;[Unknown];0x140353868
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x140353b20;[Unknown];0x140353b20
0.000903615;ntoskrnl.exe;3600000;0;;0;0;0;0;0;0;0;0;1;3.984e+09;func@0x1403544a0;[Unknown];0x1403544a0
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1403544e0;[Unknown];0x1403544e0
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x1403545a0;[Unknown];0x1403545a0
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x14035465c;[Unknown];0x14035465c
0.0108434;ntoskrnl.exe;19800000;7200000;2.75;0.181818;0;0;0;0;0;0;0;1;1.826e+09;func@0x1403548b0;[Unknown];0x1403548b0
0.00632531;igdkmd64.sys;1800000;0;;0;0;0;0;0;0;0;0;1;2.84571e+08;func@0x1403559f0;[Unknown];0x1403559f0
0;ntoskrnl.exe;1800000;1800000;1;0.5;0;0;0;0;0;0;0;1;;func@0x140357220;[Unknown];0x140357220
0.00271085;igdkmd64.sys;5400000;0;;0;0;0;0;0;0;0;0;1;1.992e+09;func@0x14035c210;[Unknown];0x14035c210
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x14035c908;[Unknown];0x14035c908
0.00542169;ntoskrnl.exe;3600000;1800000;2;0.25;0;0;0;0;0;0;0;1;6.63999e+08;func@0x14035cd00;[Unknown];0x14035cd00
0;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x14035cdd9;[Unknown];0x14035cdd9
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x14035e478;[Unknown];0x14035e478
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x140364cb0;[Unknown];0x140364cb0
0;ntoskrnl.exe;1800000;1800000;1;0.5;0;0;0;0;0;0;0;1;;func@0x140365546;[Unknown];0x140365546
0.0262048;ntoskrnl.exe;34200000;21600000;1.58333;0.315789;0.590645;0;0;0;0;0;0;1;1.3051e+09;func@0x140365e70;[Unknown];0x140365e70
0.00632531;igdkmd64.sys;7200000;1800000;4;0.125;0;0;0;0;0;0;1;0;1.13828e+09;func@0x14036c2d0;[Unknown];0x14036c2d0
0;igdkmd64.sys;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x14036c3a0;[Unknown];0x14036c3a0
0.00180723;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;9.95999e+08;func@0x14037eb30;[Unknown];0x14037eb30
0.00180723;igdkmd64.sys;1800000;0;;0;0;0;0;0;0;0;0;1;9.95999e+08;func@0x140383230;[Unknown];0x140383230
0.000903615;igdkmd64.sys;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x140385f40;[Unknown];0x140385f40
0.000903615;igdkmd64.sys;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x140387580;[Unknown];0x140387580
0.00361446;igdkmd64.sys;1800000;0;;0;0;0;0;0;0;0;0;1;4.98e+08;func@0x140391600;[Unknown];0x140391600
0;ntoskrnl.exe;1800000;1800000;1;0.5;0;0;0;0;0;0;0;1;;func@0x1403995c4;[Unknown];0x1403995c4
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x14039a810;[Unknown];0x14039a810
0;igdkmd64.sys;1800000;1800000;1;0.5;0;0;0;0;0;0;0;1;;func@0x14039f250;[Unknown];0x14039f250
0;igdkmd64.sys;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x14039fb10;[Unknown];0x14039fb10
0.00451808;igdkmd64.sys;3600000;1800000;2;0.25;0;0;0;0;0;0;0;1;7.96799e+08;func@0x1403a6ea0;[Unknown];0x1403a6ea0
0.00271085;igdkmd64.sys;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1403a6f20;[Unknown];0x1403a6f20
0;igdkmd64.sys;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1403a8ea0;[Unknown];0x1403a8ea0
0.000903615;igdkmd64.sys;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1403b5390;[Unknown];0x1403b5390
0.00632531;ntoskrnl.exe;7200000;7200000;1;0.5;0;0;0;0;0;0;0;0;1.13828e+09;func@0x1403d0b60;[Unknown];0x1403d0b60
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x1403d506c;[Unknown];0x1403d506c
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1403d5a40;[Unknown];0x1403d5a40
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1403d5acc;[Unknown];0x1403d5acc
0;ntoskrnl.exe;0;1800000;0;;;0;0;0;0;0;0;1;0;func@0x1403d6308;[Unknown];0x1403d6308
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1403d64a4;[Unknown];0x1403d64a4
0;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1403d6a8c;[Unknown];0x1403d6a8c
0;igdkmd64.sys;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1403edb50;[Unknown];0x1403edb50
0;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1403f2320;[Unknown];0x1403f2320
0.00271085;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1403f31d4;[Unknown];0x1403f31d4
0.00180723;ntoskrnl.exe;3600000;0;;0;0;0;0;0;0;0;0;1;1.992e+09;func@0x1403f4b28;[Unknown];0x1403f4b28
0;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1403f5e88;[Unknown];0x1403f5e88
0.000903615;ntoskrnl.exe;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1403f6228;[Unknown];0x1403f6228
0.000903615;igdkmd64.sys;5400000;7200000;0.75;0.666667;0;0;0;0;0;0;0;1;5.976e+09;func@0x1403f78a0;[Unknown];0x1403f78a0
0.00271085;igdkmd64.sys;3600000;1800000;2;0.25;0;0;0;0;0;0;0;0;1.328e+09;func@0x1403f7960;[Unknown];0x1403f7960
0;igdkmd64.sys;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1403f7c30;[Unknown];0x1403f7c30
0;igdkmd64.sys;3600000;0;;0;0;0;0;0;0;0;0;1;;func@0x1403f8430;[Unknown];0x1403f8430
0.000903615;igdkmd64.sys;1800000;0;;0;0;0;0;0;0;0;0;1;1.992e+09;func@0x1403f8730;[Unknown];0x1403f8730
0.000903615;igdkmd64.sys;1800000;0;;0;0;0;0;0;0;0;0;1;1.992e+09;func@0x1403f9570;[Unknown];0x1403f9570
0;igdkmd64.sys;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1403f9870;[Unknown];0x1403f9870
0.00271085;igdkmd64.sys;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1403f98d0;[Unknown];0x1403f98d0
0.00361446;igdkmd64.sys;5400000;1800000;3;0.166667;0;0;0;0;0;0;0;0;1.494e+09;func@0x1403fa700;[Unknown];0x1403fa700
0;igdkmd64.sys;1800000;0;;0;0;0;0;0;0;0;0;1;;func@0x1403fab70;[Unknown];0x1403fab70
0.000903615;ntoskrnl.exe;1800000;1800000;1;0.5;0;0;0;0;0;0;0;1;1.992e+09;func@0x1403fe550;[Unknown];0x1403fe550
0.00271085;igdkmd64.sys;0;0;0;0;0;0;0;0;0;0;0;1;0;func@0x1403fedb0;[Unknown];0x1403fedb0
0.00271085;ntoskrnl.exe;1800000;0;;0;0;0;0;0;0;0;0;1;6.63999e+08;func@0x1403ffb10;[Unknown];0x1403ffb10
0.0379518;ntoskrnl.exe;46800000;3600000;13;0.0384615;0.623933;0;0;0;0;0;0;1;1.23314e+09;func@0x1403ffdb0;[Unknown];0x1403ffdb0
0.000903615;igdkmd64.sys;1800000;0;;0;0;0;0;0;0;0;0;1;1.992e+09;func@0x140400e80;[Unknown];0x140400e80
